developer,year,items_qty,free_qty
Anvate Games,2012,2,0
Anvate Games,2015,2,0
Anvate Games,2016,1,0
Anvate Games,2017,1,0
"Anvil Drop, LLC",2015,1,0
Anvil Game Studios,2017,1,0
Anvil-Soft,2000,1,0
Anxious Neck Games,2017,1,0
Apache600,2017,1,0
Apapappa Games,2017,2,0
Apar Games,2016,1,0
Apar Games,2017,1,0
"ApathyWorks, LLC",2015,1,0
Ape Law,2015,1,0
Ape Law,2016,1,0
Ape Law,2018,2,0
Ape Marina,2016,1,0
Apeirogon Games,2017,1,0
Apeiron,2006,1,0
Apeiron,2007,1,0
Apeiron,2009,1,0
Aperico Software,2017,1,0
Aperture Tag Team,2014,1,0
Apillo,2017,2,0
Apillo,2018,2,0
Apoapsis Studios,2017,1,0
"Apocoplay LLC,Ludeme Games,Coreedge Inc",2016,1,1
Apology Games,2016,1,0
AppGeneration,2016,1,0
Apparition Games,2014,1,0
Appeal,2017,3,0
Applava,2017,2,0
Applepine Games,2016,1,0
Appliks Apps Studios,2017,1,0
Appmania,2011,1,0
Appmania/i-Free,2013,1,0
Appsolutely Studios,2015,1,0
AppyArt Games,2016,1,0
Aproldvin,2017,1,0
Apus Software,2016,1,1
"Apus Software,Three Donkeys LLC",2008,1,0
"Apus Software,Three Donkeys LLC",2010,1,0
"Apus Software,Three Donkeys LLC",2011,1,0
"Apus Software,Three Donkeys LLC",2013,1,0
Aqualuft Games,2016,2,0
Aquiris Game Studio,2017,6,0
Ara Interactive,2017,1,0
Arachnid Games,2013,1,0
Arachnid Games,2017,6,0
Arai Koh Create Office,2015,1,0
Arai Koh Create Office,2017,1,0
Arational Entertainment,2016,1,0
Aratog LLC,2015,4,1
Aratog LLC,2016,10,1
Arbatskii Anatolii,2017,1,0
Arberth Studios,2008,1,0
Arboreal Games,2015,1,0
Arc System Works,2006,1,0
Arc System Works,2014,2,0
Arc System Works,2015,38,0
Arc System Works,2016,13,0
Arc System Works,2017,13,0
"Arc System Works Co., Ltd.",2014,1,0
"Arc System Works,DotEmu",2015,2,0
"Arc System Works,TOYBOX Inc.",2017,2,0
Arc-gen,2015,1,0
Arcade Distillery,2017,1,0
Arcade Injection,2017,1,0
Arcade Zone,1994,1,0
Arcade Zone,1995,1,0
Arcane Architect,2017,1,0
Arcane Four Studios,2016,1,0
Arcane Raise,2017,56,1
Arcanity Inc,2017,1,0
"Arcen Games, LLC",2009,1,0
"Arcen Games, LLC",2010,3,0
"Arcen Games, LLC",2011,1,0
"Arcen Games, LLC",2012,2,0
"Arcen Games, LLC",2013,6,0
"Arcen Games, LLC",2014,3,0
"Arcen Games, LLC",2015,1,0
"Arcen Games, LLC",2016,1,0
Archaic Entertainment,2010,1,1
Archbears,2017,1,1
"Archeia,Degica",2014,1,0
"Archeia,Enterbrain",2015,1,0
Archetype Global,2014,2,0
Archetype Studios,2017,1,0
Archive Entertainment,2015,4,1
Archon Interactive,2017,1,0
Arclight Worlds,2017,1,0
Arconyx,2016,1,0
Arctic Anteater,2014,1,0
Arctic Bird Studio,2017,1,0
Arctic Hazard Game Studio a/s,2016,1,0
ArcticFox223/CrimsonSpectreFox,2016,1,0
Arcupion Art,2017,1,1
Ardi Studio,2016,1,0
Ardi Studio,2017,1,0
ArenaNet®,2005,1,0
ArenaNet®,2006,2,0
ArenaNet®,2007,1,0
ArenaNet®,2008,1,0
Areo Gaming,2017,1,0
Argali Entertainment,2016,1,0
Argali Entertainment,2017,1,0
Argent Games,2016,1,0
Argo Games,1995,1,0
ArgoFox,2016,1,0
"Argonauts Interactive,Collectif Nemoïd",2015,1,0
"Argus Games,IGP,Promo trade toys LLC",2017,1,0
Aric Morrow,2016,1,0
Aries-Lenov,2015,1,0
Arise,2005,1,0
ArkHouse,2016,1,0
Arkane Studios,2002,1,0
Arkane Studios,2006,1,0
Arkane Studios,2012,2,0
Arkane Studios,2013,3,0
Arkane Studios,2016,1,0
Arkane Studios,2017,1,0
Arkavi Studios,2014,1,0
Arkedo,2012,3,0
Arkedo,2013,1,0
Arkedo,2014,1,0
Armagedoom Games,2017,1,0
Armature Studio,2014,1,0
Armen Murazyan,2017,1,0
Armnomads LLC,2016,2,0
Armstrong Powerhouse,2013,1,0
Armstrong Powerhouse,2016,1,0
Armstrong Powerhouse,2017,3,0
Arran Langmead,2016,1,0
Arrogant Pixel,2016,1,0
ArrowGroundGames,2015,1,0
Arrowhead Game Studio,2015,1,0
Arrowhead Game Studios,2011,13,0
Arrowhead Game Studios,2012,2,0
Arrowhead Game Studios,2013,1,0
Arrowhead Game Studios,2014,2,0
Arrowhead Game Studios,2015,14,0
Arrowiz,2017,1,1
Ars Creativa,2015,3,0
Art Games,2017,1,0
Art in Heart,2016,2,0
Artalasky,2017,1,0
Artbox Games,2017,1,0
ArteG,2017,2,0
Artech Studios,2008,1,0
Artech Studios,2010,1,0
"Artees,Trizton,Will Goss",2017,1,0
Artefacts Studio,2013,1,0
Artefacts Studio,2016,4,0
Artefacts Studio,2017,1,0
Artefacts Studios,2013,1,0
Artefacts Studios,2016,3,0
Artefacts Studios,2017,1,0
Artem Bondin,2016,1,0
Artem Bondin,2017,1,0
Artem Kotov,2014,1,0
Artem Kotov,2016,1,0
Artery Games,2010,1,0
Artery Games,2014,3,0
Artery Games,2017,1,0
Artifex Mundi,2011,2,0
Artifex Mundi,2012,3,0
Artifex Mundi,2013,5,0
Artifex Mundi,2014,4,0
Artifex Mundi,2016,2,0
Artifex Mundi,2017,2,0
Artifice Studio,2013,1,1
Artifice Studio,2015,1,0
Artificer Creator,2017,1,0
Artisano,2017,1,0
"Artisiti,Studio Vrtinec",2015,1,0
"Artix Entertainment, LLC",2016,1,1
"Artizens, Inc.",2015,2,0
Artnumeris,2014,1,0
Artogon,2016,2,1
Artogon,2017,7,0
Artogon Corp.,2016,1,0
Artplant,2016,2,1
"Arttu Tuovinen,Alan Bourhis,Michael Callaghan",2017,2,2
Artur Berkowski Berobasket,2017,1,0
"Artur Games,Music by Darkman007",2015,2,0
Artur Mandas,2015,1,0
Artur Rezende,2016,4,0
Artur Rezende,2017,4,1
Artyom Laletin,2017,1,1
Arupaca Laboratories,2017,1,0
"Arvi Teikari,Roope Mäkinen",2015,2,0
Arvydas Žemaitis,2016,1,0
Arzola's,2016,1,0
Arzola's,2017,1,0
As-key,2017,1,0
Asakusa Studios,2017,1,0
Ascanio Entertainment,2017,1,0
Ascaron,2012,1,0
Ascaron Entertainment ltd.,2004,1,0
Ascaron Entertainment ltd.,2006,2,0
Ascaron Entertainment ltd.,2010,1,0
Ascension Entertainment LLC,2008,1,1
Ascension Interactive Media,2017,1,0
Ashdar Games,2017,2,0
Asixa,2016,1,0
Ask An Enemy Studios,2017,1,0
Aslak Studio,2017,1,0
"Asmodee Digital,Frima Studio",2016,1,0
"Asmodee Digital,Frima Studio",2017,2,0
"Asmodee Digital,PlaySoft",2017,1,0
"Asmodee Digital,Playsoft",2017,2,0
"Asmodee Digital,Playsoft,Z-Man Games",2017,3,1
Asobo Studio,2008,1,0
"Asobo Studio,Hip Games",2005,1,0
Aspyr,2012,3,0
Aspyr Studios,2010,1,0
"Aspyr,Quantic Dream (original release)",2015,1,0
Assemble Entertainment,1994,1,0
Assemble Entertainment,2001,1,0
Assemble Entertainment,2017,2,0
Astalo Games,2017,1,0
"Astalo Games,Sami Tikkamäki",2017,1,0
Asteroid Base,2015,1,0
Astra Game Studio,2016,1,0
Astral Byte Ltd.,2014,2,0
Astralax,2017,1,0
AstroBear Games,2016,1,0
Astronomic Games,2015,3,0
Astronomic Games,2016,3,0
Astronomic Games,2017,1,0
Astrosimer,2015,1,0
Asunder Studios,2017,1,0
Asya Yurina,2016,1,0
Asylum entertainment,2003,1,0
Asymmetric,2017,2,0
Asymptotic Games,2017,1,0
AtGames,2014,1,0
Atapki,2014,2,1
Atapki,2017,1,0
Atara Games,2017,1,0
Atelier 801,2015,1,1
Atelier Melon-Kissa,2017,3,0
Aterdux Entertainment,2015,3,0
Aterdux Entertainment,2016,1,0
"Atixx,ClorithStudio",2015,1,0
Atmosphere Entertainment Studios,2015,1,0
Atom Republic,2017,1,1
"Atom Switch, Inc.",2016,3,0
"Atom Switch, Inc.",2017,3,3
"Atomic Fabrik,Cristian Manolachi",2016,1,0
"Atomic Fabrik,Cristian Manolachi",2017,1,0
Atomic Planet,2015,1,0
Atomic Pond Studios,2016,2,0
Atomic Wolf,2017,1,0
AtomicTorch Studio,2015,1,0
AtomicTorch Studio,2016,1,0
AtomicTorch Studio,2017,2,0
Atomicom,2017,1,0
Atomicom Limited,2015,2,0
Atomix Productions,2013,1,0
Atrax Games,2015,2,0
Atriagames,2017,2,0
Attila D.,2017,1,0
Attila Vitez,2017,2,0
Attract Mode Games,2014,1,0
Atum Software,2016,2,0
Atum Software,2017,1,0
Atypical Games,2015,1,0
Atypical Games,2016,1,0
Atypical Games,2017,1,0
Auburn Sounds,2017,1,0
Audials AG,2015,9,0
Audio 4n6,2017,1,0
Audio Insurgency,2016,1,0
Aundre Rogers,2016,1,0
Aundre Rogers,2017,1,0
AuraLab,2015,1,0
AuraLab,2016,1,0
Aurelien Regard,2015,2,0
Auroch Digital,2013,1,0
Auroch Digital,2015,1,0
Auroch Digital,2016,1,0
Auroch Digital,2017,3,1
AuroraCorp,2017,1,0
Auslogics Software,2015,1,0
Austin Handle,2016,1,0
Austin Wintory,2015,1,0
Autarca,2015,1,0
Autarca,2017,1,0
AutoAttack Games,2017,1,0
Autobotika,2015,1,0
"Autobotika,Game Nation Inc",2015,1,0
"Automata Source,Quirkafleeg",2015,1,0
"Automata Source,Quirkafleeg",2016,1,0
Automaton,2017,2,1
Autonomic Interactive,2016,1,0
Autonomic Interactive,2017,1,0
Autotelic Games LLC,2017,1,1
Autotivity Entertainment,2015,1,0
Autumn Moon,2008,1,0
Autumn Moon,2015,1,0
Avalanche Software,2005,1,0
Avalanche Software,2006,1,0
Avalanche Software,2008,1,0
Avalanche Software,2011,2,0
"Avalanche Software,Heavy Iron Studios",2016,3,0
Avalanche Studios,2006,1,0
Avalanche Studios,2010,8,0
Avalanche Studios,2011,3,0
Avalanche Studios,2013,1,1
Avalanche Studios,2015,7,0
Avalanche Studios,2016,5,0
"Avalanche Studios,Feral Interactive (Mac/Linux)",2015,1,0
Avallon Alliance,2017,3,1
Avallon Alliance,2018,1,0
Avatar Creations,2014,1,0
Avekvist,2017,1,0
Aventurine SA,2013,1,0
Aves Games,2017,1,0
Avidly Wild Games,2014,1,0
Avidly Wild Games,2015,1,0
AvrDragon,2015,1,0
Awaceb,2016,2,0
Awem Studio,2007,2,0
Awem Studio,2009,1,0
Awesome Games Studio,2013,1,0
Awesome Games Studio,2014,1,0
Awesome Games Studio,2017,2,0
Awesome Industries,2017,1,0
AwesomeBlade,2014,1,0
Aweswan studios,2017,1,0
Awfully Nice Studio,2015,1,0
Awfully Nice Studios,2016,1,0
Awoker Games,2014,1,0
Awoker Games,2016,1,0
Axed Game Studio,2015,1,0
Axel Shokk,2015,1,0
Axel Sonic,2016,2,0
Axiomatic Games,2017,1,0
Axis Game Factory,2014,3,0
Axis Game Factory LLC,2013,2,0
Axis Game Factory LLC,2015,3,0
"Axis Game Factory, Inc.",2015,1,0
Axis Games,2015,1,0
Axis Games,2016,2,0
Axis Games,2017,1,0
"Axol Studio, LLC",2015,1,0
"Axol Studio, LLC",2016,1,0
Axolot Games,2016,1,0
Axyos Games,2014,1,0
Axyos Games,2016,1,0
Axyos Games,2017,2,0
Ayedh,2017,1,0
Azarashi no Yakata,2017,1,0
Aéronie,2017,1,0
B.Bit,2017,1,0
B2Expand,2017,1,1
B52 Development Team,2017,1,0
"BABY DUKA,BD Games",2016,1,1
"BABY DUKA,Baby Duka Games",2016,1,0
BAD team,2017,2,0
BANDAI NAMCO Entertainment Inc.,2016,2,0
BANDAI NAMCO Studio Inc.,2014,2,0
BANDAI NAMCO Studio Inc.,2015,8,0
BANDAI NAMCO Studio Inc.,2016,1,0
BANDAI NAMCO Studios Inc.,2016,5,0
BANDAI NAMCO Studios Inc.,2017,19,5
"BANDAI NAMCO Studios Vancouver,Hipster Whale,3 Sprockets",2016,1,0
BARCHboi,2016,1,0
BBG Entertainment GmbH,2016,3,0
BBQ Games,2015,1,0
BBit,2017,1,1
BC,2017,1,0
BEta - indie,2016,1,0
BEta - indie,2017,1,0
BIOSZARD Dev,2017,1,0
BIT-GEN,2015,1,0
BJGameInd,2017,2,0
BJGameInd,2018,1,0
BKOM Studios,2017,6,0
BL-Logic,2010,1,0
"BLACK LODGE GAMES, LLC",2017,1,0
BME Digital Studios,2016,1,0
"BNA Studios, LLC",2017,1,1
BOBAFETTA,2017,1,0
BOHDOKUMEN.,2017,1,0
BRAINEART,2017,1,0
BRHP,2016,1,0
BRINK 3D,2016,1,0
BS1 &amp; BSL Team,2014,1,0
BSK Games,2015,2,0
BT Studios,2016,1,0
BT Studios,2017,1,0
BTD Team,2016,1,0
BTNcafe,2015,1,0
BUG-Studio,2017,1,0
BUGBEAR,2012,5,0
BUNIAKRA GAMES,2017,1,0
BURP! Games,2017,2,0
BWGames,2017,1,0
BYCODEC TEKNOLOJI LTD,2016,2,0
BYU Animation -  Class of 2016,2016,1,1
BYU Animation -  Class of 2017,2017,1,1
Baba Yaga Games,2016,1,0
Baba Yaga Games,2017,2,0
Babalus123,2017,1,0
Babloon Studios,2017,1,0
Babloon Studios,2018,1,0
Back To Basics Gaming,2015,1,0
Backburner Games,2017,1,0
Backstab Games,2014,1,0
Backward pieS,2015,1,0
Bacon Bandit Games,2014,2,0
Bacon Bandit Games,2015,1,0
Bacon Wrapped Games,2011,2,0
Bacq Stellan,2015,2,0
Bacq Stellan,2017,13,1
Bad Attempt,2017,1,0
Bad Cast games,2016,1,0
Bad Coffee Games,2017,1,0
Bad Duck Games,2017,1,0
Bad Gravity,2017,1,0
Bad Panda Games,2017,1,0
Bad Pixel,2016,5,1
Bad Seed,2015,1,0
Bad Seed,2016,1,0
Bad Seed,2017,2,1
BadCat Studios,2017,1,0
"BadFly Interactive, a.s.",2014,1,0
"BadFly Interactive, a.s.",2016,1,0
BadWolf Games,2016,1,0
BadWolf Games,2017,1,0
BadgerHammer,2017,1,0
Badim,2016,2,0
Badim,2017,2,0
Badland Development Studio,2015,1,0
Badland Studio,2014,1,0
Bae Team,2017,2,0
BagelMaster5000,2017,1,0
Baggy Cat Ltd,2015,1,0
Bail! Enemy Jet!,2017,1,0
Bakershah Games,2017,2,0
Balcony Team,2016,1,0
Baller Industries,2010,1,0
Baller Industries,2013,1,0
Ballista Studios IVS,2016,1,0
Ballistic Frogs,2015,1,0
Baltic Dragon,2016,1,0
Bambastic Games,2017,1,0
Bamtang,2009,1,0
Bandit-1,2016,2,1
Bane Games,2014,1,0
Bankroll Studios,2015,1,0
Banyango,2017,2,0
Barbara Karpowicz,2017,1,0
Bare Mettle Entertainment,2015,1,0
Barking Dog Studios,2002,1,0
Barlock Games,2017,1,0
Barnstorm Games,2016,1,0
"Barnyard Intelligence Games,Crystal Labs",2015,1,0
Baroque Decay,2016,1,0
Barrel Roll Games,2017,1,0
Bartosz Bojarowski,2016,1,0
Bartosz Bojarowski,2017,1,0
Barty Games,2017,1,0
Basaltic studio,2016,1,1
Basecamp Games,2015,2,0
Basilisk Games,2007,1,1
Basilisk Games,2010,1,0
Basilisk Games,2014,1,0
Bass Pro Shops,2016,1,0
Bass Pro Shops,2017,1,0
Bat Byte,2016,1,0
"Bat Country Games, LLC",2014,1,0
"Bat Country Games, LLC",2017,2,0
BatCat Games,2016,1,0
Batholith Entertainment,2015,1,0
Batholith Entertainment,2016,1,0
Batholith Entertainment,2017,1,0
Batovi Games Studio,2016,1,0
Battenberg Software,2015,1,0
Battenberg Software,2016,3,1
Battenberg Software,2017,1,0
"Batterystaple Games,Fire Hose Games",2017,2,0
Battle Blockyverse Studios,2017,1,0
"Battle Factory,HexWar Games",2017,1,0
Battle of Crete Development Team,2010,1,1
BattleByte,2015,1,0
BattleGames,2017,1,0
BattleGoat Studios,2008,1,0
BattleGoat Studios,2011,1,0
BattleGoat Studios,2014,2,0
BattleGoat Studios,2016,1,1
BattleGoat Studios,2017,2,0
Battlebard Games,2015,1,0
Battlecruiser Games,2016,1,0
Battlecruiser Games,2017,1,0
Batu Games LLC,2016,1,0
Bazitov Mikhail,2016,1,1
BeHappy Studios,2016,1,0
Beam Team Games,2015,1,0
BeamNG,2015,1,0
Beamdog,2013,2,0
Beamdog,2014,1,0
Beamdog,2016,5,0
Beamdog,2017,1,0
"Beamz Interactive, Inc.",2017,13,0
Bean Boy Games,2016,2,1
Beard Games Studio,2017,2,0
Bearded Bird Game Studio,2016,1,0
Bearded Eye,2016,1,0
Bearded Giant Games,2017,1,0
Beast Games,2015,2,0
Beast Mode Games,2016,1,0
Beatnik Games,2010,1,0
BeautiFun Games,2013,1,0
BeautiFun Games,2016,1,0
Beaver Drummer,2017,1,0
Beavis Soft,1994,1,0
Because I Can,2017,1,0
Beckoning Cat,2014,1,0
Bedlam Games,2011,1,0
Bedtime Digital Games,2014,2,0
Bedtime Digital Games,2017,1,0
"Bedtime Digital Games,Stöj Snak",2017,1,0
"BeefJack,Dean Edwards",2016,1,0
Beenox,2006,1,0
"Beep Games, Inc.",2017,1,0
BefuddleBug,2017,1,0
Behaviour,2011,1,0
Behaviour Interactive,2013,1,0
Behaviour Interactive Inc.,2012,1,0
Behaviour Interactive Inc.,2017,1,1
Behold Studios,2013,1,0
Behold Studios,2015,2,0
Behold Studios,2017,2,0
Behtam Developer,2015,1,0
"Beijing Xinrun Technology Co.,Ltd",2016,1,0
Bekho Team,2016,2,0
BekkerDev Studio,2017,2,0
Belarus Games,2016,2,0
Belarus Games,2017,2,0
Beldarak Games,2015,1,0
Beldarak Games,2017,1,0
Bellosoft,2017,1,0
Belsimtek,2013,2,0
Belsimtek,2014,1,0
Belsimtek,2015,1,0
Belsimtek,2016,1,0
Bemoworld Studios,2017,1,0
Ben 'Yahtzee' Croshaw,2015,1,0
"Ben 'Yahtzee' Croshaw,Collected Worlds",2015,1,0
Ben Allen,2017,1,0
Ben Aprigliano,2015,2,0
"Ben Aprigliano,Stefan Evers",2015,1,0
Ben Hendel-Doying,2015,1,0
Ben Hopkins,2017,1,0
"Ben Lam,Power Up Audio",2015,1,0
Ben Lovegrove,2017,1,0
Ben Prunty Music,2012,1,0
Ben Vista Ltd.,2017,1,0
Bence Sipka,2017,1,0
"Benedict Fritz,Greg Wohlwend,Joel Corelitz,David Laskey,Jenna Blazevich",2017,2,0
"Benedict Nichols,Machine 22",2016,1,0
Benjamin Bryant,2014,1,1
Benjamin Famiglietti,2015,1,0
Benjamin Lapid,2015,1,0
Benjamin Rivers Inc.,2012,1,0
Benjamin Rivers Inc.,2017,1,0
"Benjamin Rivers Inc.,Ivor Stines",2017,1,0
Benjamin Rommel Games,2017,1,0
Benjamin Scott,2017,1,0
Benjamin Soulé,2016,1,0
Benn Powell,2017,1,0
Bennett Foddy,2017,1,0
Bento Studio,2017,1,0
Bento-Studio,2015,1,0
Berdochan,2017,1,0
Berezka,2017,1,0
Bernackels,2017,1,0
Bernard Bell,2017,1,0
BernhardM,2016,1,0
BernhardP,2017,1,0
Bernt Andreas Eide,2014,1,0
Berserk Games,2015,1,0
Berserk Games,2016,6,0
Berserk Games,2017,11,0
"Berserk Games,Ape Games",2016,1,0
"Berserk Games,Cool Mini or Not",2016,1,0
"Berserk Games,Dan Verssen Games",2017,1,0
"Berserk Games,Future Pastimes",2015,1,0
"Berserk Games,Gamelyn Games",2016,3,0
"Berserk Games,Magic Meeple Games",2016,1,0
"Berserk Games,NSKN Games",2015,1,0
"Berserk Games,NSKN Games",2016,1,0
"Berserk Games,Robert Burke Games",2016,1,0
"Berserk Games,Stonemaier Games",2015,1,0
"Berserk Games,Stonemaier Games",2016,2,0
"Berserk Games,Victory Point Games",2016,1,0
Berzerk Studio,2017,4,1
Besedka Games Studio,2016,1,0
Besedka Games Studio,2017,1,0
BeshevGames,2017,2,0
Best Friend Games,2017,1,0
Best Gaem Studio,2015,1,0
Best Way,2004,1,0
Best Way,2006,1,0
Best Way,2009,1,0
BetaDwarf,2013,2,0
BetaDwarf,2014,1,0
BetaDwarf,2016,6,0
BetaShark LLC,2017,1,1
Bethesda Game Studios,2002,1,0
Bethesda Game Studios,2007,1,0
Bethesda Game Studios,2008,1,0
Bethesda Game Studios,2009,1,0
Bethesda Game Studios,2010,5,0
Bethesda Game Studios,2015,1,0
Bethesda Game Studios,2016,7,0
Bethesda Game Studios,2017,4,2
Bethesda Game Studios®,2009,1,0
Beti-X,2015,1,0
BetsonGames,2017,1,0
Beyond Play Limited,2017,1,0
Beyond Technical Inc.,2016,1,0
Biart,2012,1,0
Biart Company LLC,2014,4,0
Biart Company LLC,2015,1,0
Bibiki,2014,1,0
"Bibiki,Evgiz",2017,1,0
Bidoniera Games,2018,1,0
Big Ant Studios,2014,3,0
Big Ant Studios,2015,2,0
Big Ant Studios,2016,2,0
Big Ant Studios,2017,3,0
"Big Ant Studios,Crosse Studios",2016,1,0
Big Blaze,2015,1,0
Big Blaze Games,2017,2,0
Big Boat Interactive,1999,1,0
Big Boat Interactive,2016,1,0
Big Corporation,2016,1,0
Big Cow Studios,2016,2,0
Big Daddy's Creations,2016,1,0
Big Fat Alien,2011,1,0
Big Fat Alien,2016,1,0
"Big Fat Alien,Blue Sock Studios",2017,1,0
Big Fat Simulations Inc.,2011,1,0
Big Fat Simulations Inc.,2015,2,0
Big Fat Simulations Inc.,2016,1,0
Big Fat Simulations Inc.,2017,1,0
Big Finish Games,2014,2,0
Big Fish Games,2005,1,0
Big Fish Games,2006,2,0
Big Fish Games,2007,2,0
Big Fish Games,2008,3,0
Big Fish Games,2009,1,0
Big Fish Games,2016,3,2
Big Fish Studios,2011,1,0
Big Fish Studios,2016,3,0
Big Fish Studios,2017,2,0
Big Fun Games,2017,1,0
Big Green Pillow,2015,1,0
Big Head Games,2013,1,0
"Big Huge Games,38 Studios",2012,4,0
Big Loop Studios,2016,1,0
Big Pixel Studios,2014,1,0
Big Robot Ltd,2012,1,0
Big Robot Ltd,2013,1,0
Big Robot Ltd,2017,1,0
Big Sandwich Games,2011,3,0
"Big Splash Games, LLC",2009,1,0
Big Way Games,2017,2,0
BigAnt Studios,2008,1,0
BigBlaze Games,2014,1,0
BigCheeseGames,2016,2,0
BigMouthedDog Studio,2017,1,0
BigTapir Games,2017,1,0
Bigfingers,2016,1,0
Bigmoon Studios,2015,1,0
Bigosaur,2015,1,0
Bigosaur,2016,1,0
Bigzur Games,2016,1,0
Bikkuri Software,2017,2,0
Bilal Itani,2016,1,0
Bill and Eli Productions,2014,1,0
Billy Goat Entertainment Ltd,2016,1,0
"Bimboosoft Co.,Ltd.",2015,1,0
Binary Cocoa,2016,1,0
Binary Fortress Software,2013,1,0
Binary Fortress Software,2015,1,0
Binary Fortress Software,2017,1,0
Binary Helix,2014,1,0
Binary Soul,2017,1,0
Binary Souls,2017,1,1
Binary Takeover,2014,1,0
"Binary Zoo,The Game Creators",2015,1,1
"Binary Zoo,The Game Creators",2017,1,1
BinaryDream,2016,1,0
Binarystudio 54,2016,2,0
Binji,2017,2,0
"Binji,Breakdown Epiphanies",2017,1,0
BioWare,1996,1,0
BioWare,2008,1,0
BioWare,2009,1,0
BioWare,2010,4,0
BioWare Corporation,2000,1,0
BioWare Corporation,2007,1,0
"BioWare,Aspyr (Mac)",2003,1,0
Biodrone Studios,2016,1,1
Bionic Penguin,2017,1,0
Bionic Pony,2016,1,0
Bionic Pony,2017,1,0
Bird in Sky,2017,1,0
Birdshark! Games,2017,1,0
Birdwall Games,2017,1,0
BiscuitPlay,2016,1,0
Bison Kings Game Studios,2017,1,0
Bit Bionic LLC,2017,1,0
"Bit Blot, LLC",2007,1,0
Bit Byterz,2017,1,0
"Bit Planet Games, LLC",2012,1,0
"Bit Planet Games, LLC",2015,1,0
"Bit Planet Games, LLC",2016,1,0
Bit2Good Ug,2015,2,0
BitCake Studio,2016,2,1
BitCake Studio,2017,1,0
BitFinity,2016,1,0
"BitMonster, Inc.",2014,1,0
"BitMonster, Inc.",2015,1,0
BitSits Games,2012,1,1
Bitbox Ltd.,2015,1,0
Bithell Games,2012,1,0
Bithell Games,2015,3,0
Bithell Games,2017,1,0
"Bitl,Cobalt-57",2015,1,1
Bitmap Bureau,2017,4,1
Bitmen Studios,2016,1,0
Bitporters LTD.,2017,1,0
Bits &amp; Beasts,2015,1,0
Bits &amp; Beasts,2017,1,0
BitsAlive Game Studios,2017,1,0
Bitten Toast Games Inc.,2017,1,0
"Bitten Toast Games Inc.,Guilherme Cunha,Thiago Adamo,Daniel Snd",2017,1,0
BitterSweet Entertainment Inc.,2016,1,0
BitterSweet Entertainment Inc.,2017,2,0
Bittersweet Entertainment,2015,1,0
Bittersweet Entertainment,2016,2,0
Bittersweet Entertainment,2017,7,0
Bizarre Creations,2007,1,0
Bizarre Creations,2008,1,0
Bizzy,2017,1,0
Bjarki Arge Andreasen,2017,1,0
Black Alchemy Games,2017,2,0
Black Cactus,2002,1,0
Black Cactus,2003,1,0
Black Carbon,2016,1,0
"Black Chicken Studios, inc.",2010,1,0
"Black Chicken Studios, inc.",2015,1,0
Black Cloud Studios,2015,3,0
Black Cloud Studios,2016,1,0
Black Curtain Studio,2014,1,0
Black Death Apps Limited,2016,1,0
Black Element,2007,1,0
Black Eye Games,2016,2,0
Black Eye Games,2017,1,0
Black Flag Studio,2016,1,0
Black Flag Studios,2016,1,0
Black Forest Games,2012,1,0
Black Forest Games,2013,1,0
Black Forest Games,2014,1,0
Black Forest Games,2015,1,0
Black Forest Games,2016,1,0
Black Forest Games,2017,3,1
Black Fox Pavilion,2016,1,0
Black Fox Pavilion,2017,2,0
Black Golem,2016,1,0
Black Isle Studios,1998,1,0
Black Jacket Studios,2009,1,0
Black Lab Games,2015,1,0
Black Lab Games,2017,2,0
Black Lime Studio,2015,5,0
Black Lime Studio,2016,1,0
Black Lion Studios,2011,1,0
Black Market Games,2012,1,0
Black Pants Studio,2012,1,0
Black Pants Studio,2014,1,0
Black Pants Studio,2016,2,1
Black Phoenix Studio,2017,1,0
Black Rock Studio,2010,1,0
Black Sea Studios Ltd,2005,1,0
Black Sheep Games,2017,1,0
Black Sheep studio,2016,1,0
Black Shell Games,2014,2,0
Black Shell Games,2015,5,1
Black Shell Games,2017,1,0
Black Side,2017,1,0
Black Smerch,2017,1,0
Black Snowflake Games,2016,1,0
Black Sword Entertainment,2016,1,0
Black Tower Studios,2017,1,0
Black Whale Studios,2017,1,0
Black Wing Foundation,2016,1,0
BlackMark Studio,2016,3,0
BlackMark Studio,2017,1,0
BlackMoon Design,2014,1,0
BlackSpot Entertainment,2016,2,0
BlackSpot Entertainment,2017,1,1
Blackbird Interactive,2016,4,0
Blackcow Studios,2012,1,1
Blackfire Games,2015,2,0
Blackhole,2011,1,0
Blacklight Interactive,2016,1,0
Blackpowder Games,2014,2,0
Blackrose Industries,2015,1,0
Blackrose Industries,2016,1,0
Blacksea Odyssey,2016,1,0
Blacksword Games,2016,1,0
Blaiz Entertainment,2017,2,0
Blaiz Entertainment,2018,2,0
Blake Fix,2016,1,0
Blake Garner,2016,1,0
Blake Garner,2017,1,0
Blam! Games,2016,1,0
Blam! Games,2017,7,0
Blam! Games LLC,2016,2,1
BlankMediaGames,2014,1,0
BlankMediaGames,2017,2,0
Blaster Games Studio,2017,1,0
Blastoid Entertainment,2016,1,0
"BlauwPrint,3xBlast",2016,1,0
Blaze Epic,2015,7,0
Blaze Epic,2016,2,0
Blaze Epic,2017,1,0
Blazing Badger,2016,2,0
Blazing Bit Games,2011,1,0
Blazing Fanfish,2016,1,0
